Date,Hours_After_Hatch,Experiment,Observer,Species,Strain,unique_plate_id,Plate,Plate_type,Embryos,L1_L3,L4,Adults,Gravid_Adults,Total_adults,Derivation,Notations
3/29/23,160,B,Kim,C. elegans,MQ130,14,NGM_B,NGM,0,0,0,117,,117,Egg_Lay,
3/29/23,160,B,Kim,C. elegans,MQ130,15,NGM_C,NGM,0,0,0,136,,136,Egg_Lay,
3/29/23,160,B,Kim,C. elegans,MQ130,16,NGM_D,NGM,0,0,0,82,,82,Egg_Lay,
3/29/23,160,B,Kim,C. elegans,MQ130,17,NGM_E,NGM,0,0,0,105,,105,Egg_Lay,
3/29/23,160,B,Kim,C. elegans,PD1074,18,NGM_A,NGM,0,0,0,35,,35,Egg_Lay,
3/29/23,160,B,Kim,C. elegans,PD1074,19,NGM_B,NGM,0,0,0,54,,54,Egg_Lay,
3/29/23,160,B,Kim,C. elegans,PD1074,20,NGM_C,NGM,0,0,0,60,,60,Egg_Lay,
3/29/23,160,B,Kim,C. elegans,PD1074,21,NGM_D,NGM,0,0,0,68,,68,Egg_Lay,
3/29/23,160,B,Kim,C. elegans,PD1074,22,NGM_E,NGM,0,0,0,67,,67,Egg_Lay,
3/29/23,160,B,Kim,C. inopinata,NKZ35,23,NGM_A,NGM,0,0,0,14,15,29,Egg_Lay,
3/29/23,160,B,Kim,C. inopinata,NKZ35,24,NGM_B,NGM,0,0,0,7,14,21,Egg_Lay,
3/29/23,160,B,Kim,C. inopinata,NKZ35,25,NGM_C,NGM,0,0,0,3,13,16,Egg_Lay,
3/29/23,160,B,Kim,C. inopinata,NKZ35,26,NGM_D,NGM,0,0,0,6,15,21,Egg_Lay,
3/29/23,160,B,Kim,C. inopinata,NKZ35,27,NGM_E,NGM,0,0,0,16,15,31,Egg_Lay,
3/29/23,160,B,Kim,C. elegans,MQ130,28,"2,4-DHB_A",2-4_DHB,0,0,0,75,,75,Egg_Lay,
3/29/23,160,B,Kim,C. elegans,MQ130,29,"2,4-DHB_B",2-4_DHB,0,0,0,70,,70,Egg_Lay,
3/29/23,160,B,Kim,C. elegans,MQ130,30,"2,4-DHB_C",2-4_DHB,0,0,0,45,,45,Egg_Lay,
3/29/23,160,B,Kim,C. elegans,MQ130,31,"2,4-DHB_D",2-4_DHB,0,0,0,55,,55,Egg_Lay,
3/29/23,160,B,Kim,C. elegans,MQ130,32,"2,4-DHB_E",2-4_DHB,0,0,0,68,,68,Egg_Lay,
3/29/23,160,B,Kim,C. elegans,PD1074,33,"2,4-DHB_A",2-4_DHB,0,0,0,49,,49,Egg_Lay,
3/29/23,160,B,Kim,C. elegans,PD1074,34,"2,4-DHB_B",2-4_DHB,0,0,0,91,,91,Egg_Lay,
3/29/23,160,B,Kim,C. elegans,PD1074,35,"2,4-DHB_C",2-4_DHB,0,0,0,47,,47,Egg_Lay,
3/29/23,160,B,Kim,C. elegans,PD1074,36,"2,4-DHB_D",2-4_DHB,0,0,0,53,,53,Egg_Lay,
3/29/23,160,B,Kim,C. elegans,PD1074,37,"2,4-DHB_E",2-4_DHB,0,0,0,62,,62,Egg_Lay,
3/29/23,160,B,Kim,C. inopinata,NKZ35,38,"2,4-DHB_A",2-4_DHB,0,0,0,8,17,25,Egg_Lay,
3/29/23,160,B,Kim,C. inopinata,NKZ35,39,"2,4-DHB_B",2-4_DHB,0,0,0,12,29,41,Egg_Lay,
3/29/23,160,B,Kim,C. inopinata,NKZ35,40,"2,4-DHB_C",2-4_DHB,0,0,0,8,19,27,Egg_Lay,
3/29/23,160,B,Kim,C. inopinata,NKZ35,41,"2,4-DHB_D",2-4_DHB,0,0,0,4,10,14,Egg_Lay,
3/29/23,160,B,Kim,C. inopinata,NKZ35,42,"2,4-DHB_E",2-4_DHB,0,0,0,9,15,24,Egg_Lay,
03/02/23,0,C,Gavin,C. inopinata,NKZ35,43,NGM_A,NGM,125,,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/02/23,0,C,Gavin,C. inopinata,NKZ35,44,NGM_B,NGM,152,,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/02/23,0,C,Gavin,C. inopinata,NKZ35,45,"2,4-DHB_A",2-4_DHB,72,,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/02/23,0,C,Gavin,C. inopinata,NKZ35,46,"2,4-DHB_B",2-4_DHB,88,,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/02/23,0,C,Gavin,C. elegans,MQ130,47,NGM_A,NGM,61,,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/02/23,0,C,Gavin,C. elegans,MQ130,48,NGM_B,NGM,100,,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/02/23,0,C,Gavin,C. elegans,MQ130,49,"2,4-DHB_A",2-4_DHB,99,,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/02/23,0,C,Gavin,C. elegans,MQ130,50,"2,4-DHB_B",2-4_DHB,84,,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/02/23,0,C,Gavin,C. elegans,PD1074,51,NGM_A,NGM,89,,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/02/23,0,C,Gavin,C. elegans,PD1074,52,"2,4-DHB_A",2-4_DHB,131,,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/03/23,24,C,Gavin,C. inopinata,NKZ35,43,NGM_A,NGM,102,23,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/03/23,24,C,Gavin,C. inopinata,NKZ35,44,NGM_B,NGM,131,21,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/03/23,24,C,Gavin,C. inopinata,NKZ35,45,"2,4-DHB_A",2-4_DHB,55,17,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/03/23,24,C,Gavin,C. inopinata,NKZ35,46,"2,4-DHB_B",2-4_DHB,78,10,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/03/23,24,C,Gavin,C. elegans,MQ130,47,NGM_A,NGM,27,34,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/03/23,24,C,Gavin,C. elegans,MQ130,48,NGM_B,NGM,49,51,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/03/23,24,C,Gavin,C. elegans,MQ130,49,"2,4-DHB_A",2-4_DHB,53,46,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/03/23,24,C,Gavin,C. elegans,MQ130,50,"2,4-DHB_B",2-4_DHB,43,41,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/03/23,24,C,Gavin,C. elegans,PD1074,51,NGM_A,NGM,0,89,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/03/23,24,C,Gavin,C. elegans,PD1074,52,"2,4-DHB_A",2-4_DHB,6,125,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/04/23,48,C,Gavin,C. inopinata,NKZ35,43,NGM_A,NGM,5,134,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/04/23,48,C,Gavin,C. inopinata,NKZ35,44,NGM_B,NGM,2,139,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/04/23,48,C,Gavin,C. inopinata,NKZ35,45,"2,4-DHB_A",2-4_DHB,5,70,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/04/23,48,C,Gavin,C. inopinata,NKZ35,46,"2,4-DHB_B",2-4_DHB,0,71,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/04/23,48,C,Gavin,C. elegans,MQ130,47,NGM_A,NGM,0,93,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/04/23,48,C,Gavin,C. elegans,MQ130,48,NGM_B,NGM,0,105,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/04/23,48,C,Gavin,C. elegans,MQ130,49,"2,4-DHB_A",2-4_DHB,0,92,4,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/04/23,48,C,Gavin,C. elegans,MQ130,50,"2,4-DHB_B",2-4_DHB,0,76,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/04/23,48,C,Gavin,C. elegans,PD1074,51,NGM_A,NGM,0,139,1,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/04/23,48,C,Gavin,C. elegans,PD1074,52,"2,4-DHB_A",2-4_DHB,0,141,1,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/05/23,72,C,Gavin,C. inopinata,NKZ35,43,NGM_A,NGM,1,122,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/05/23,72,C,Gavin,C. inopinata,NKZ35,44,NGM_B,NGM,0,152,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/05/23,72,C,Gavin,C. inopinata,NKZ35,45,"2,4-DHB_A",2-4_DHB,0,67,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/05/23,72,C,Gavin,C. inopinata,NKZ35,46,"2,4-DHB_B",2-4_DHB,0,73,,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/05/23,72,C,Gavin,C. elegans,MQ130,47,NGM_A,NGM,0,76,9,2,,2,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/05/23,72,C,Gavin,C. elegans,MQ130,48,NGM_B,NGM,0,87,14,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/05/23,72,C,Gavin,C. elegans,MQ130,49,"2,4-DHB_A",2-4_DHB,0,5,77,16,,16,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/05/23,72,C,Gavin,C. elegans,MQ130,50,"2,4-DHB_B",2-4_DHB,0,10,72,4,,4,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/05/23,72,C,Gavin,C. elegans,PD1074,51,NGM_A,NGM,0,1,19,124,,124,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/05/23,72,C,Gavin,C. elegans,PD1074,52,"2,4-DHB_A",2-4_DHB,0,0,14,136,,136,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/06/23,96,C,Gavin,C. inopinata,NKZ35,43,NGM_A,NGM,0,111,27,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/06/23,96,C,Gavin,C. inopinata,NKZ35,44,NGM_B,NGM,0,118,28,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/06/23,96,C,Gavin,C. inopinata,NKZ35,45,"2,4-DHB_A",2-4_DHB,0,58,13,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/06/23,96,C,Gavin,C. inopinata,NKZ35,46,"2,4-DHB_B",2-4_DHB,0,64,6,,,,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/06/23,96,C,Gavin,C. elegans,MQ130,47,NGM_A,NGM,0,0,104,51,,51,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/06/23,96,C,Gavin,C. elegans,MQ130,48,NGM_B,NGM,0,0,41,41,,41,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/06/23,96,C,Gavin,C. elegans,MQ130,49,"2,4-DHB_A",2-4_DHB,0,0,1,103,,103,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/06/23,96,C,Gavin,C. elegans,MQ130,50,"2,4-DHB_B",2-4_DHB,0,0,1,90,,90,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/06/23,96,C,Gavin,C. elegans,PD1074,51,NGM_A,NGM,0,0,0,134,,134,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/06/23,96,C,Gavin,C. elegans,PD1074,52,"2,4-DHB_A",2-4_DHB,0,0,0,137,,137,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/07/23,120,C,Gavin,C. inopinata,NKZ35,43,NGM_A,NGM,0,32,80,10,,10,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/07/23,120,C,Gavin,C. inopinata,NKZ35,44,NGM_B,NGM,0,10,127,8,,8,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/07/23,120,C,Gavin,C. inopinata,NKZ35,45,"2,4-DHB_A",2-4_DHB,0,4,58,6,,6,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/07/23,120,C,Gavin,C. inopinata,NKZ35,46,"2,4-DHB_B",2-4_DHB,0,7,68,4,,4,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/07/23,120,C,Gavin,C. elegans,MQ130,47,NGM_A,NGM,0,0,0,92,,92,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/07/23,120,C,Gavin,C. elegans,MQ130,48,NGM_B,NGM,0,0,0,103,,103,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/07/23,120,C,Gavin,C. elegans,MQ130,49,"2,4-DHB_A",2-4_DHB,0,0,0,100,,100,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/07/23,120,C,Gavin,C. elegans,MQ130,50,"2,4-DHB_B",2-4_DHB,0,0,0,82,,82,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/07/23,120,C,Gavin,C. elegans,PD1074,51,NGM_A,NGM,0,0,0,134,,134,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/07/23,120,C,Gavin,C. elegans,PD1074,52,"2,4-DHB_A",2-4_DHB,0,0,0,137,,137,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/08/23,144,C,Gavin,C. inopinata,NKZ35,43,NGM_A,NGM,0,6,27,90,,90,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/08/23,144,C,Gavin,C. inopinata,NKZ35,44,NGM_B,NGM,0,1,17,112,,112,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/08/23,144,C,Gavin,C. inopinata,NKZ35,45,"2,4-DHB_A",2-4_DHB,0,2,4,70,,70,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/08/23,144,C,Gavin,C. inopinata,NKZ35,46,"2,4-DHB_B",2-4_DHB,0,1,6,69,,69,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/08/23,144,C,Gavin,C. elegans,MQ130,47,NGM_A,NGM,0,0,0,92,,92,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/08/23,144,C,Gavin,C. elegans,MQ130,48,NGM_B,NGM,0,0,0,103,,103,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/08/23,144,C,Gavin,C. elegans,MQ130,49,"2,4-DHB_A",2-4_DHB,0,0,0,100,,100,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/08/23,144,C,Gavin,C. elegans,MQ130,50,"2,4-DHB_B",2-4_DHB,0,0,0,82,,82,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/08/23,144,C,Gavin,C. elegans,PD1074,51,NGM_A,NGM,0,0,0,134,,134,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/08/23,144,C,Gavin,C. elegans,PD1074,52,"2,4-DHB_A",2-4_DHB,0,0,0,137,,137,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/09/23,160,C,Gavin,C. inopinata,NKZ35,43,NGM_A,NGM,0,0,5,116,,116,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/09/23,160,C,Gavin,C. inopinata,NKZ35,44,NGM_B,NGM,0,0,1,121,,121,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/09/23,160,C,Gavin,C. inopinata,NKZ35,45,"2,4-DHB_A",2-4_DHB,0,0,1,70,,70,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/09/23,160,C,Gavin,C. inopinata,NKZ35,46,"2,4-DHB_B",2-4_DHB,0,0,0,80,,80,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/09/23,160,C,Gavin,C. elegans,MQ130,47,NGM_A,NGM,0,0,0,92,,92,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/09/23,160,C,Gavin,C. elegans,MQ130,48,NGM_B,NGM,0,0,0,103,,103,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/09/23,160,C,Gavin,C. elegans,MQ130,49,"2,4-DHB_A",2-4_DHB,0,0,0,100,,100,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/09/23,160,C,Gavin,C. elegans,MQ130,50,"2,4-DHB_B",2-4_DHB,0,0,0,82,,82,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/09/23,160,C,Gavin,C. elegans,PD1074,51,NGM_A,NGM,0,0,0,134,,134,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/09/23,160,C,Gavin,C. elegans,PD1074,52,"2,4-DHB_A",2-4_DHB,0,0,0,137,,137,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/10/23,184,C,Gavin,C. inopinata,NKZ35,43,NGM_A,NGM,0,0,1,85,,85,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/10/23,184,C,Gavin,C. inopinata,NKZ35,44,NGM_B,NGM,0,0,1,144,,144,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/10/23,184,C,Gavin,C. inopinata,NKZ35,45,"2,4-DHB_A",2-4_DHB,0,0,1,76,,76,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/10/23,184,C,Gavin,C. inopinata,NKZ35,46,"2,4-DHB_B",2-4_DHB,0,0,0,80,,80,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/10/23,184,C,Gavin,C. elegans,MQ130,47,NGM_A,NGM,0,0,0,92,,92,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/10/23,184,C,Gavin,C. elegans,MQ130,48,NGM_B,NGM,0,0,0,103,,103,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/10/23,184,C,Gavin,C. elegans,MQ130,49,"2,4-DHB_A",2-4_DHB,0,0,0,100,,100,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/10/23,184,C,Gavin,C. elegans,MQ130,50,"2,4-DHB_B",2-4_DHB,0,0,0,82,,82,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/10/23,184,C,Gavin,C. elegans,PD1074,51,NGM_A,NGM,0,0,0,134,,134,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
03/10/23,184,C,Gavin,C. elegans,PD1074,52,"2,4-DHB_A",2-4_DHB,0,0,0,137,,137,Egg_Lay,Gavin’s Data Notebook 2 pp 53-55
